Question Number,Question Text,Response_Scale,Response_Options,Card_Number,Variable_Name
"Q4","Por favor lea atentamente la siguiente lista de organizaciones de voluntariado y diga a cuál de ellas pertenece, en caso de que pertenezca a alguna","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","C Sindicatos","4","v11"
"Q4","Por favor lea atentamente la siguiente lista de organizaciones de voluntariado y diga a cuál de ellas pertenece, en caso de que pertenezca a alguna","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","D Partidos o grupos políticos","4","v12"
"Q4","Por favor lea atentamente la siguiente lista de organizaciones de voluntariado y diga a cuál de ellas pertenece, en caso de que pertenezca a alguna","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","E Conservación y protección del medio ambiente, Ecología, derechos de los animales.","4","v13"
"Q4","Por favor lea atentamente la siguiente lista de organizaciones de voluntariado y diga a cuál de ellas pertenece, en caso de que pertenezca a alguna","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","F Asociaciones profesionales","4","v14"
"Q4","Por favor lea atentamente la siguiente lista de organizaciones de voluntariado y diga a cuál de ellas pertenece, en caso de que pertenezca a alguna","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","G Deportes o actividades recreativas.","4","v15"
"Q4","Por favor lea atentamente la siguiente lista de organizaciones de voluntariado y diga a cuál de ellas pertenece, en caso de que pertenezca a alguna","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","H Organizaciones humanitarias o de caridad","4","v16"
"Q4","Por favor lea atentamente la siguiente lista de organizaciones de voluntariado y diga a cuál de ellas pertenece, en caso de que pertenezca a alguna","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","I Organizaciones de consumidores","4","v17"
"Q4","Por favor lea atentamente la siguiente lista de organizaciones de voluntariado y diga a cuál de ellas pertenece, en caso de que pertenezca a alguna","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","J Organizaciones de ayuda mutua","4","v18"
"Q4","Por favor lea atentamente la siguiente lista de organizaciones de voluntariado y diga a cuál de ellas pertenece, en caso de que pertenezca a alguna","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","K Otros grupos","4","v19"
"Q4","Por favor lea atentamente la siguiente lista de organizaciones de voluntariado y diga a cuál de ellas pertenece, en caso de que pertenezca a alguna","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Ninguna (respuesta espontánea)","4","v20"
"Q5","¿Ha participado en labores de voluntariado en los últimos 6 meses?","1 (sí) - 2 (no) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","","v21"
"Q6","En la siguiente lista aparecen varios grupos de personas. ¿Podría identificar a alguno al que no le gustaría tener como vecino?","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","A Gente de otra raza","6","v22"
"Q6","En la siguiente lista aparecen varios grupos de personas. ¿Podría identificar a alguno al que no le gustaría tener como vecino?","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","B Gente dada a la bebida","6","v23"
"Q6","En la siguiente lista aparecen varios grupos de personas. ¿Podría identificar a alguno al que no le gustaría tener como vecino?","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","C Trabajadores inmigrantes/extranjeros","6","v24"
"Q6","En la siguiente lista aparecen varios grupos de personas. ¿Podría identificar a alguno al que no le gustaría tener como vecino?","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","D Drogadictos","6","v25"
"Q6","En la siguiente lista aparecen varios grupos de personas. ¿Podría identificar a alguno al que no le gustaría tener como vecino?","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","E Homosexuales","6","v26"
"Q6","En la siguiente lista aparecen varios grupos de personas. ¿Podría identificar a alguno al que no le gustaría tener como vecino?","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","F Cristianos","6","v27"
"Q6","En la siguiente lista aparecen varios grupos de personas. ¿Podría identificar a alguno al que no le gustaría tener como vecino?","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","G Musulmanes","6","v28"
"Q6","En la siguiente lista aparecen varios grupos de personas. ¿Podría identificar a alguno al que no le gustaría tener como vecino?","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","H Judíos","6","v29"
"Q6","En la siguiente lista aparecen varios grupos de personas. ¿Podría identificar a alguno al que no le gustaría tener como vecino?","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","I Gitanos","6","v30"
"Q7","¿Diría usted que, en general, se puede confiar en la mayoría de la gente o bien que nunca se es lo bastante prudente cuando trata uno con los demás?","1 (Se puede confiar en la mayoría de la gente) - 2 (Nunca se es lo bastante prudente) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","","v31"
"Q8","Me gustaría que me dijera cuánto confía en personas de diferentes grupos.","1 (Confío completamente) - 2 (Confío algo) - 3 (No confío mucho) - 4 (No confío nada) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Su familia","8","v32"
"Q8","Me gustaría que me dijera cuánto confía en personas de diferentes grupos.","1 (Confío completamente) - 2 (Confío algo) - 3 (No confío mucho) - 4 (No confío nada) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","La gente de su vecindario","8","v33"
"Q8","Me gustaría que me dijera cuánto confía en personas de diferentes grupos.","1 (Confío completamente) - 2 (Confío algo) - 3 (No confío mucho) - 4 (No confío nada) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Gente que Vd. conoce","8","v34"
"Q8","Me gustaría que me dijera cuánto confía en personas de diferentes grupos.","1 (Confío completamente) - 2 (Confío algo) - 3 (No confío mucho) - 4 (No confío nada) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Gente a la que conoce por primera vez","8","v35"
"Q8","Me gustaría que me dijera cuánto confía en personas de diferentes grupos.","1 (Confío completamente) - 2 (Confío algo) - 3 (No confío mucho) - 4 (No confío nada) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Gente de otra religión","8","v36"
"Q8","Me gustaría que me dijera cuánto confía en personas de diferentes grupos.","1 (Confío completamente) - 2 (Confío algo) - 3 (No confío mucho) - 4 (No confío nada) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Gente de otra nacionalidad","8","v37"
"Q9","Algunas personas piensan que tienen completa libertad de elección y control sobre la manera en que se desarrolla su vida, otras piensan que lo que hacen por sí mismas no produce ningún efecto real sobre lo que les sucede.","1 (ninguna) - 2 (muchísima)","","9","v38"
"Q10","De una manera general, ¿hasta qué punto está Vd. satisfecho o insatisfecho con su vida últimamente?","1 (insatisfecho) - 2 (satisfecho)","","10","v39"
"Q11","Aquí hay algunos aspectos de un puesto de trabajo que la gente dice que son importantes.","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","A Buenos ingresos","11","v40"
"Q11","Aquí hay algunos aspectos de un puesto de trabajo que la gente dice que son importantes.","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","B Buen horario","11","v41"
"Q11","Aquí hay algunos aspectos de un puesto de trabajo que la gente dice que son importantes.","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","C Oportunidades de tomar iniciativas","11","v42"
"Q11","Aquí hay algunos aspectos de un puesto de trabajo que la gente dice que son importantes.","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","D Amplias vacaciones","11","v43"
"Q11","Aquí hay algunos aspectos de un puesto de trabajo que la gente dice que son importantes.","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","E Un trabajo en donde piensas que puedes lograr algo","11","v44"
"Q11","Aquí hay algunos aspectos de un puesto de trabajo que la gente dice que son importantes.","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","F Un trabajo con responsabilidades","11","v45"
"Q11","Aquí hay algunos aspectos de un puesto de trabajo que la gente dice que son importantes.","1 (no mencionado) - 2 (mencionado) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Ninguna de las anteriores (respuesta espontánea)","11","v45a"
"Q12","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Se necesita tener un trabajo para desarrollar al completo las capacidades de uno","12","v46"
"Q12","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Es humillante recibir dinero sin haber tenido que trabajar para ello.","12","v47"
"Q12","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","La gente que no trabaja se hace perezosa.","12","v48"
"Q12","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","El trabajo es un deber que se tiene para con la sociedad.","12","v49"
"Q12","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","El trabajo es siempre lo primero, aun cuando ello signifique menos tiempo libre.","12","v50"
"Q13","¿Pertenece Vd. a alguna religión?","1 (sí) - 2 (no) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","","v51"
"Q13a","¿A Cuál?","","","13a","v52"
"Q14","INSTRUCCIONES PARA EL ENTREVISTADOR: - SI EL ENCUESTADO NO ES MIEMBRO DE NINGÚN GRUPO RELIGIOSO (Q13!=1) EN LA ACTUALIDAD, PREGUNTE: ¿Ha pertenecido alguna vez a una religión?","1 (sí) - 2 (no) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","","v53"
"Q15","Dejando aparte bodas, funerales, bautismos, etc. ¿Con qué frecuencia va Vd. a la Iglesia últimamente?","1 (más de una vez a la semana) - 2 (una vez a la semana) - 3 (una vez al mes) - 4 (únicamente en festividades específicas) - 5 (una vez al año) - 6 (con menos frecuencia) - 7 (nunca, prácticamente nunca) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","15","v54"
"Q16","Dejando aparte bodas, funerales, bautismos, etc. ¿Con qué frecuencia iba Vd. a la Iglesia cuando tenía 12 años de edad?","1 (más de una vez a la semana) - 2 (una vez a la semana) - 3 (una vez al mes) - 4 (únicamente en festividades específicas) - 5 (una vez al año) - 6 (con menos frecuencia) - 7 (nunca, prácticamente nunca) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","16","v55"
"Q17","Independientemente del hecho de que vaya a la iglesia o no, ¿diría Vd. que es?","1 (Una persona religiosa) - 2 (Una persona no religiosa) - 3 (Un ateo convencido) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","","v56"
"Q18","¿En cuáles de las siguientes cosas cree Vd., si cree en alguna?","1 (sí) - 2 (no) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Dios","18","v57"
"Q18","¿En cuáles de las siguientes cosas cree Vd., si cree en alguna?","1 (sí) - 2 (no) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Vida después de la muerte","18","v58"
"Q18","¿En cuáles de las siguientes cosas cree Vd., si cree en alguna?","1 (sí) - 2 (no) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Infierno","18","v59"
"Q18","¿En cuáles de las siguientes cosas cree Vd., si cree en alguna?","1 (sí) - 2 (no) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Cielo","18","v60"
"Q19","¿Cree en la reencarnación, es decir, que hemos tenido vidas pasadas y que volveremos a nacer otra vez en este mundo?","1 (sí) - 2 (no) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","","v61"
"Q20","¿Cuál de las siguientes frases se ajusta más a sus creencias?","1 (Hay un Dios personal) - 2 (Hay alguna clase de espíritu o fuerza vital) - 3 (No sé realmente qué pensar) - 4 (Realmente no pienso que exista ningún tipo de espíritu, Dios o fuerza vital) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","20","v62"
"Q21","¿Y en qué medida es importante Dios en su vida?","1 (Nada importante) - 2 (Muy importante)","","21","v63"
"Q22","Aparte de cuando asiste a los servicios religiosos, ¿con qué frecuencia reza?","1 (A diario) - 2 (más de una vez a la semana) - 3 (una vez a la semana) - 4 (al menos una vez al mes) - 5 (varias veces al año) - 6 (con menos frecuencia) - 7 (nunca) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","22","v64"
"Q23","En la lista siguiente se incluye una serie de cuestiones que algunas personas piensan que ayudan a que un matrimonio o una pareja sea duradera.","1 (muy importante) - 2 (bastante importante) - 3 (no muy importante) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","A Fidelidad","23","v65"
"Q23","En la lista siguiente se incluye una serie de cuestiones que algunas personas piensan que ayudan a que un matrimonio o una pareja sea duradera.","1 (muy importante) - 2 (bastante importante) - 3 (no muy importante) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","B unos ingresos adecuados","23","v66"
"Q23","En la lista siguiente se incluye una serie de cuestiones que algunas personas piensan que ayudan a que un matrimonio o una pareja sea duradera.","1 (muy importante) - 2 (bastante importante) - 3 (no muy importante) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","C Buenas condiciones de vivienda","23","v67"
"Q23","En la lista siguiente se incluye una serie de cuestiones que algunas personas piensan que ayudan a que un matrimonio o una pareja sea duradera.","1 (muy importante) - 2 (bastante importante) - 3 (no muy importante) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","D El compartir los quehaceres domésticos","23","v68"
"Q23","En la lista siguiente se incluye una serie de cuestiones que algunas personas piensan que ayudan a que un matrimonio o una pareja sea duradera.","1 (muy importante) - 2 (bastante importante) - 3 (no muy importante) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","E Los hijos","23","v69"
"Q23","En la lista siguiente se incluye una serie de cuestiones que algunas personas piensan que ayudan a que un matrimonio o una pareja sea duradera.","1 (muy importante) - 2 (bastante importante) - 3 (no muy importante) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","F Tener tiempo para los amigos propios y las aficiones personales","23","v70"
"Q24","¿Está usted de acuerdo o en desacuerdo con esta frase? El matrimonio es una institución pasada de moda","1 (De acuerdo) - 2 (desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","","v71"
"Q25","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Cuando una madre tiene un trabajo remunerado, los hijos sufren","25","v72"
"Q25","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Un trabajo está bien, pero lo que la mayoría de las mujeres quieren en realidad es un hogar y unos hijos.","25","v73"
"Q25","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","En general, la familia sufre cuando la mujer tiene un trabajo a tiempo completo","25","v74"
"Q25","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","La labor del hombre es ganar dinero; la labor de la mujer el cuidado del hogar y de la familia","25","v75"
"Q25","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","En general, los hombres son mejores líderes políticos que las mujeres","25","v76"
"Q25","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Una educación universitaria es más importante para un chico que para una chica","25","v77"
"Q25","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","En general, los hombres son mejores ejecutivos de empresas que las mujeres","25","v78"
"Q25","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Uno de mis principales objetivos en la vida ha sido hacer que mis padres se sientan orgullosos de mí.","25","v79"
"Q26","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Se necesita tener un trabajo para desarrollar al completo las capacidades de uno","26","v80"
"Q26","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Es humillante recibir dinero sin haber tenido que trabajar para ello.","26","v81"
"Q26","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","La gente que no trabaja se hace perezosa.","26","v82"
"Q26","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","El trabajo es un deber que se tiene para con la sociedad.","26","v83"
"Q26","Para cada una de las afirmaciones que voy a leerle, dígame por favor su grado de acuerdo.","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","El trabajo es siempre lo primero, aun cuando ello signifique menos tiempo libre.","26","v84"
"Q27","¿Está usted de acuerdo o en desacuerdo con esta frase? El matrimonio es una institución pasada de moda","1 (De acuerdo) - 2 (desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","","v85"
"Q28","¿Pertenece Vd. a alguna religión?","1 (sí) - 2 (no) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","","v86"
"Q29","¿Ha participado en labores de voluntariado en los últimos 6 meses?","1 (sí) - 2 (no) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","","v87"
"Q30","¿Está usted de acuerdo o en desacuerdo con esta frase? El matrimonio es una institución pasada de moda","1 (De acuerdo) - 2 (desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","","","v88"
"Q31","¿Diría usted que, en general, se puede confiar en la mayoría de la gente o bien que nunca se es lo bastante prudente cuando trata uno con los demás?","1 (Se puede confiar en la mayoría de la gente) - 2 (Nunca se es lo bastante prudente) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)"," "," ","v89"
"Q32","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Se necesita tener un trabajo para desarrollar al completo las capacidades de uno","","v90"
"Q33","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Es humillante recibir dinero sin haber tenido que trabajar para ello.","","v91"
"Q34","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","La gente que no trabaja se hace perezosa.","","v92"
"Q35","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","El trabajo es un deber que se tiene para con la sociedad.","","v93"
"Q36","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","El trabajo es siempre lo primero, aun cuando ello signifique menos tiempo libre.","","v94"
"Q37","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Uno de mis principales objetivos en la vida ha sido hacer que mis padres se sientan orgullosos de mí.","","v95"
"Q38","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Se necesita tener un trabajo para desarrollar al completo las capacidades de uno","","v96"
"Q39","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","Es humillante recibir dinero sin haber tenido que trabajar para ello.","","v97"
"Q40","¿En qué medida está Vd. de acuerdo o en desacuerdo con cada una de las siguientes frases?","1 (Muy de acuerdo) - 2 (De acuerdo) - 3 (Ni de acuerdo ni en desacuerdo) - 4 (En desacuerdo) - 5 (Muy en desacuerdo) - 8 (No sabe, NS) - 9 (Sin Respuesta, SR)","La gente que no trabaja se hace perezosa.","","v98"
