"Question Number","Question Text","Response_Scale","Response_Options","Card_Number","Variable_Name"
"Q6","Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?","említette, nem említette, NT, NV","C Bevándorlók, külföldi vendégmunkások","6","v24"
"Q6","Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?","említette, nem említette, NT, NV","D Kábítószeresek","6","v25"
"Q6","Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?","említette, nem említette, NT, NV","E Homoszexuálisok","6","v26"
"Q6","Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?","említette, nem említette, NT, NV","F Keresztények","6","v27"
"Q6","Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?","említette, nem említette, NT, NV","G Muzulmánok","6","v28"
"Q6","Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?","említette, nem említette, NT, NV","H Zsidók","6","v29"
"Q6","Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?","említette, nem említette, NT, NV","I Cigányok","6","v30"
"Q7","Általában véve hogyan vélekedik inkább: a legtöbb emberben meg lehet bízni, vagy az ember nem lehet elég óvatos másokkal szemben?","1 - a legtöbb emberben meg lehet bízni, 2 - az ember nem lehet elég óvatos, 8 - Nem tudja, 9 - Nincs válasz","","v31"
"Q8","Most arról szeretném kérdezni, hogy mennyire bízik meg különböző csoportokhoz tartozó emberekben. Kérem, mindegyikre mondja meg, hogy teljesen, valamennyire, nem nagyon, vagy egyáltalán nem bízik-e meg az ezekhez a csoportokhoz tartozó emberekben.","Teljesen megbízik, Valamennyire megbízik, Nem nagyon bízik meg, Egyáltalán nem bízik meg, NT, NV","Családjában","8","v32"
"Q8","Most arról szeretném kérdezni, hogy mennyire bízik meg különböző csoportokhoz tartozó emberekben. Kérem, mindegyikre mondja meg, hogy teljesen, valamennyire, nem nagyon, vagy egyáltalán nem bízik-e meg az ezekhez a csoportokhoz tartozó emberekben.","Teljesen megbízik, Valamennyire megbízik, Nem nagyon bízik meg, Egyáltalán nem bízik meg, NT, NV","A szomszédságában élő emberekben","8","v33"
"Q8","Most arról szeretném kérdezni, hogy mennyire bízik meg különböző csoportokhoz tartozó emberekben. Kérem, mindegyikre mondja meg, hogy teljesen, valamennyire, nem nagyon, vagy egyáltalán nem bízik-e meg az ezekhez a csoportokhoz tartozó emberekben.","Teljesen megbízik, Valamennyire megbízik, Nem nagyon bízik meg, Egyáltalán nem bízik meg, NT, NV","Azokban az emberekben, akiket személyesen ismer","8","v34"
"Q8","Most arról szeretném kérdezni, hogy mennyire bízik meg különböző csoportokhoz tartozó emberekben. Kérem, mindegyikre mondja meg, hogy teljesen, valamennyire, nem nagyon, vagy egyáltalán nem bízik-e meg az ezekhez a csoportokhoz tartozó emberekben.","Teljesen megbízik, Valamennyire megbízik, Nem nagyon bízik meg, Egyáltalán nem bízik meg, NT, NV","Azokban az emberekben, akiket először lát","8","v35"
"Q8","Most arról szeretném kérdezni, hogy mennyire bízik meg különböző csoportokhoz tartozó emberekben. Kérem, mindegyikre mondja meg, hogy teljesen, valamennyire, nem nagyon, vagy egyáltalán nem bízik-e meg az ezekhez a csoportokhoz tartozó emberekben.","Teljesen megbízik, Valamennyire megbízik, Nem nagyon bízik meg, Egyáltalán nem bízik meg, NT, NV","Más vallású emberekben","8","v36"
"Q8","Most arról szeretném kérdezni, hogy mennyire bízik meg különböző csoportokhoz tartozó emberekben. Kérem, mindegyikre mondja meg, hogy teljesen, valamennyire, nem nagyon, vagy egyáltalán nem bízik-e meg az ezekhez a csoportokhoz tartozó emberekben.","Teljesen megbízik, Valamennyire megbízik, Nem nagyon bízik meg, Egyáltalán nem bízik meg, NT, NV","Más nemzetiségű emberekben","8","v37"
"Q9","Egyes emberek úgy érzik, hogy teljesen szabadon határozzák meg életüket, mások viszont úgy érzik, hogy semmi befolyásuk sincs sorsuk alakítására. Kérem a skála segítségével mondja meg, hogy Ön szerint mekkora befolyása van arra, hogy miként alakul az élete?","nagyon, semmi, nagy","","9","v38"
"Q10","Mindent egybevetve, összességében mennyire elégedett jelenlegi életével? Kérem, használja ezt a kártyát a válaszadásban!","elégedetlen, elégedett","","10","v39"
"Q11","Most felsorolok néhány szempontot, amit az emberek a munkahelyükkel kapcsolatban fontosnak tartanak. Kérem, nézze végig őket és mondja meg, hogy Ön személy szerint miket tart fontosnak a munkahellyel kapcsolatban?","nem említette, NT, NV","A Jó fizetés","11","v40"
"Q11","Most felsorolok néhány szempontot, amit az emberek a munkahelyükkel kapcsolatban fontosnak tartanak. Kérem, nézze végig őket és mondja meg, hogy Ön személy szerint miket tart fontosnak a munkahellyel kapcsolatban?","nem említette, NT, NV","B Jó időbeosztás","11","v41"
"Q11","Most felsorolok néhány szempontot, amit az emberek a munkahelyükkel kapcsolatban fontosnak tartanak. Kérem, nézze végig őket és mondja meg, hogy Ön személy szerint miket tart fontosnak a munkahellyel kapcsolatban?","nem említette, NT, NV","C Kezdeményezési lehetőségek","11","v42"
"Q11","Most felsorolok néhány szempontot, amit az emberek a munkahelyükkel kapcsolatban fontosnak tartanak. Kérem, nézze végig őket és mondja meg, hogy Ön személy szerint miket tart fontosnak a munkahellyel kapcsolatban?","nem említette, NT, NV","D Hosszú szabadság","11","v43"
"Q11","Most felsorolok néhány szempontot, amit az emberek a munkahelyükkel kapcsolatban fontosnak tartanak. Kérem, nézze végig őket és mondja meg, hogy Ön személy szerint miket tart fontosnak a munkahellyel kapcsolatban?","nem említette, NT, NV","E Olyan munka, amelyben az ember érzi, hogy megvalósíthat valamit","11","v44"
"Q11","Most felsorolok néhány szempontot, amit az emberek a munkahelyükkel kapcsolatban fontosnak tartanak. Kérem, nézze végig őket és mondja meg, hogy Ön személy szerint miket tart fontosnak a munkahellyel kapcsolatban?","nem említette, NT, NV","F Felelősségteljes munka","11","v45"
"Q11","Most felsorolok néhány szempontot, amit az emberek a munkahelyükkel kapcsolatban fontosnak tartanak. Kérem, nézze végig őket és mondja meg, hogy Ön személy szerint miket tart fontosnak a munkahellyel kapcsolatban?","nem említette, NT, NV","G Egyik sem","11","v45a"
"Q12","Ön egyetért, vagy nem ért egyet a következő kijelentésekkel?","Nem ért egyet, de nincs ellenvéleménye sem, Nem ért egyet, Egyáltalán nem ért egyet","Ahhoz, hogy adottságait teljesen kibontakoztassa, kell hogy legyen valamilyen munkája","12","v46"
"Q12","Ön egyetért, vagy nem ért egyet a következő kijelentésekkel?","Nem ért egyet, de nincs ellenvéleménye sem, Nem ért egyet, Egyáltalán nem ért egyet","Megalázó dolog pénzt kapni, ha az ember nem dolgozott meg érte","12","v47"
"Q12","Ön egyetért, vagy nem ért egyet a következő kijelentésekkel?","Nem ért egyet, de nincs ellenvéleménye sem, Nem ért egyet, Egyáltalán nem ért egyet","Akik nem dolgoznak, ellustulnak","12","v48"
"Q12","Ön egyetért, vagy nem ért egyet a következő kijelentésekkel?","Nem ért egyet, de nincs ellenvéleménye sem, Nem ért egyet, Egyáltalán nem ért egyet","A munka a társadalommal szembeni kötelesség","12","v49"
"Q12","Ön egyetért, vagy nem ért egyet a következő kijelentésekkel?","Nem ért egyet, de nincs ellenvéleménye sem, Nem ért egyet, Egyáltalán nem ért egyet","Az első helyen mindig a munka áll, még akkor is, ha emiatt kevesebb szabad idő marad","12","v50"
"Q13","Tartozik-e Ön valamilyen vallási felekezethez?","1 - igen, 2 - nem, 8 - Nem tudja, 9 - Nincs válasz","","v51"
"Q13a","Melyikhez?","Római Katolikus, Görög katolikus, örmény katolikus, Református, kálvinista, Evangélikus, lutheránus, Baptista, Ortodox, görög keleti, pravoszláv, Izraelita, zsidó, Hit Gyülekezete, Jehova tanúi, Krisna-tudatú hívők, Egyéb","","v52"
"Q14","Tartozott-e valaha valamilyen vallási felekezethez?","1 - igen, 2 - nem, 8 - Nem tudja, 9 - Nincs válasz","","v53"
"Q15","Amikor 12 éves volt, esküvőktől, temetésektől és keresztelőktől eltekintve, milyen gyakran szokott részt venni vallási szertartáson?","hetente többször, hetente, havonta, csak bizonyos ünnepekkor, évente, ritkábban, soha, gyakorlatilag soha, 8 - Nem tudja, 9 - Nincs válasz","","v54"
"Q16","Amikor 12 éves volt, esküvőktől, temetésektől és keresztelőktől eltekintve, milyen gyakran szokott részt venni vallási szertartáson?","hetente többször, hetente, havonta, csak bizonyos ünnepekkor, évente, ritkábban, soha, gyakorlatilag soha, 8 - Nem tudja, 9 - Nincs válasz","","v55"
"Q17","Függetlenül attól, hogy jár-e templomba vagy sem, mit mondana magáról, Ön …","vallásos ember, nem vallásos ember, meggyőződéses ateista, 8 - Nem tudja, 9 - Nincs válasz","","v56"
"Q18","Az alábbiak közül miben hisz Ön és miben nem hisz?","igen, nem, NT, NV","Isten","","v57"
"Q18","Az alábbiak közül miben hisz Ön és miben nem hisz?","igen, nem, NT, NV","A halál utáni élet","","v58"
"Q18","Az alábbiak közül miben hisz Ön és miben nem hisz?","igen, nem, NT, NV","Pokol","","v59"
"Q18","Az alábbiak közül miben hisz Ön és miben nem hisz?","igen, nem, NT, NV","Mennyország","","v60"
"Q19","Hisz-e Ön a reinkarnációban, azaz abban, hogy voltak előző életeink, és itt a Földön újra meg fogunk születni?","1 - igen, 2 - nem, 8 - Nem tudja, 9 - Nincs válasz","","v61"
"Q20","Ezen a kártyán különböző állításokat lát. Melyik áll a legközelebb az Ön hitéhez?","Létezik egy Isten, mint személy, Van valamilyen szellemi lény vagy életerő, Nem valójában nem is tudom, hogy mit gondoljak, Nem hiszem, hogy létezne valamilyen Isten, szellemi lény vagy életerő, 8 - Nem tudja, 9 - Nincs válasz","","v62"
"Q21","És mennyire fontos Isten az Ön életében? Kérem, határozza meg ennek a kártyalapnak a segítségével - a 10-es azt jelenti, hogy nagyon fontos, az 1-es pedig hogy egyáltalán nem fontos.","egyáltalán nem fontos, nagyon fontos","","v63"
"Q22","Milyen gyakran imádkozik istentiszteleten kívül? Nagyjából …","minden nap, hetente többször, hetente, legalább havonta, évente többször, ritkábban, soha, 8 - Nem tudja, 9 - Nincs válasz","","v64"
"Q23","Ezen a listán olyan dolgokat sorolunk fel, amelyekről egyesek azt tartják, hogy szükségesek a sikeres házassághoz vagy élettársi kapcsolathoz. Kérem, mondja meg mindegyikről, hogy az Ön szerint nagyon fontos, eléggé fontos, vagy nem nagyon fontos a sikeres házassághoz.","Nagyon fontos, elég fontos, nem fontos","A Hűség","","v65"
"Q23","Ezen a listán olyan dolgokat sorolunk fel, amelyekről egyesek azt tartják, hogy szükségesek a sikeres házassághoz vagy élettársi kapcsolathoz. Kérem, mondja meg mindegyikről, hogy az Ön szerint nagyon fontos, eléggé fontos, vagy nem nagyon fontos a sikeres házassághoz.","Nagyon fontos, elég fontos, nem fontos","B Megfelelő jövedelem","","v66"
"Q23","Ezen a listán olyan dolgokat sorolunk fel, amelyekről egyesek azt tartják, hogy szükségesek a sikeres házassághoz vagy élettársi kapcsolathoz. Kérem, mondja meg mindegyikről, hogy az Ön szerint nagyon fontos, eléggé fontos, vagy nem nagyon fontos a sikeres házassághoz.","Nagyon fontos, elég fontos, nem fontos","C Megfelelő lakhatási körülmények","","v67"
"Q23","Ezen a listán olyan dolgokat sorolunk fel, amelyekről egyesek azt tartják, hogy szükségesek a sikeres házassághoz vagy élettársi kapcsolathoz. Kérem, mondja meg mindegyikről, hogy az Ön szerint nagyon fontos, eléggé fontos, vagy nem nagyon fontos a sikeres házassághoz.","Nagyon fontos, elég fontos, nem fontos","D A háztartási teendők megosztása","","v68"
"Q23","Ezen a listán olyan dolgokat sorolunk fel, amelyekről egyesek azt tartják, hogy szükségesek a sikeres házassághoz vagy élettársi kapcsolathoz. Kérem, mondja meg mindegyikről, hogy az Ön szerint nagyon fontos, eléggé fontos, vagy nem nagyon fontos a sikeres házassághoz.","Nagyon fontos, elég fontos, nem fontos","E Gyerekek","","v69"
"Q23","Ezen a listán olyan dolgokat sorolunk fel, amelyekről egyesek azt tartják, hogy szükségesek a sikeres házassághoz vagy élettársi kapcsolathoz. Kérem, mondja meg mindegyikről, hogy az Ön szerint nagyon fontos, eléggé fontos, vagy nem nagyon fontos a sikeres házassághoz.","Nagyon fontos, elég fontos, nem fontos","F Mindenkinek legyen valamennyi ideje a saját barátaira és a személyes hobbijaira/tevékenységeire","","v70"
"Q24","Egyetért Ön, vagy nem ért egyet azzal az állítással, hogy: A házasság egy idejétmúlt intézmény?","1 - egyetért, 2 - nem ért egyet, 8 - Nem tudja, 9 - Nincs válasz","","v71"
"Q25","Kérem jelezze, hogy mennyire ért egyet vagy mennyire nem ért egyet a következő állításokkal. Teljesen egyetért, egyetért, nem ért egyet, vagy egyáltalán nem ért egyet?","Teljesen egyetért, Egyetért, Nem ért egyet, Egyáltalán nem ért egyet","Ha egy anya fizetett munkát vállal, azt megszenvedik a gyermekek","","v72"
"Q25","Kérem jelezze, hogy mennyire ért egyet vagy mennyire nem ért egyet a következő állításokkal. Teljesen egyetért, egyetért, nem ért egyet, vagy egyáltalán nem ért egyet?","Teljesen egyetért, Egyetért, Nem ért egyet, Egyáltalán nem ért egyet","Lehet munkát vállalni, de amit egy nő igazán akar, az az otthon és a gyermekek","","v73"
"Q25","Kérem jelezze, hogy mennyire ért egyet vagy mennyire nem ért egyet a következő állításokkal. Teljesen egyetért, egyetért, nem ért egyet, vagy egyáltalán nem ért egyet?","Teljesen egyetért, Egyetért, Nem ért egyet, Egyáltalán nem ért egyet","Mindent egybevetve, a család élete megsínyli, ha a nő teljes munkaidőben dolgozik.","","v74"
"Q25","Kérem jelezze, hogy mennyire ért egyet vagy mennyire nem ért egyet a következő állításokkal. Teljesen egyetért, egyetért, nem ért egyet, vagy egyáltalán nem ért egyet?","Teljesen egyetért, Egyetért, Nem ért egyet, Egyáltalán nem ért egyet","A férfi dolga pénz keresni, a nő dolga a háztartásról és a családról gondoskodni","","v75"
"Q25","Kérem jelezze, hogy mennyire ért egyet vagy mennyire nem ért egyet a következő állításokkal. Teljesen egyetért, egyetért, nem ért egyet, vagy egyáltalán nem ért egyet?","Teljesen egyetért, Egyetért, Nem ért egyet, Egyáltalán nem ért egyet","Mindent egybe vetve a férfiak jobb politikai vezetők, mint a nők","","v76"
"Q25","Kérem jelezze, hogy mennyire ért egyet vagy mennyire nem ért egyet a következő állításokkal. Teljesen egyetért, egyetért, nem ért egyet, vagy egyáltalán nem ért egyet?","Teljesen egyetért, Egyetért, Nem ért egyet, Egyáltalán nem ért egyet","Az egyetemi végzettség fontosabb a fiúknak, mint a lányoknak","","v77"
"Q25","Kérem jelezze, hogy mennyire ért egyet vagy mennyire nem ért egyet a következő állításokkal. Teljesen egyetért, egyetért, nem ért egyet, vagy egyáltalán nem ért egyet?","Teljesen egyetért, Egyetért, Nem ért egyet, Egyáltalán nem ért egyet","Mindent egybe vetve a férfiak jobb gazdasági vezetők, mint a nők","","v78"
"Q25","Kérem jelezze, hogy mennyire ért egyet vagy mennyire nem ért egyet a következő állításokkal. Teljesen egyetért, egyetért, nem ért egyet, vagy egyáltalán nem ért egyet?","Teljesen egyetért, Egyetért, Nem ért egyet, Egyáltalán nem ért egyet","Egyik legfontosabb célom az életben, hogy szüleim büszkék legyenek rám","","v79"
"Q26","Kérem jelezze, hogy mennyire ért egyet vagy mennyire nem ért egyet a következő állításokkal.","Nem ért egyet, de nincs ellenvéleménye sem, Nem ért egyet, Egyáltalán nem ért egyet","Ha kevés a munkahely, a munkáltatóknak előnyben kell részesíteni a magyarokat a bevándorlókkal szemben","","v80"
"Q26","Kérem jelezze, hogy mennyire ért egyet vagy mennyire nem ért egyet a következő állításokkal.","Nem ért egyet, de nincs ellenvéleménye sem, Nem ért egyet, Egyáltalán nem ért egyet","Ha kevés a munkahely, a férfiaknak több joguk van a munkához, mint a nőknek","","v81"
"Q27","Mit gondol, a következő kijelentésekről? Egyetért velük, vagy nem ért egyet velük?","Teljesen egyetért, Egyetért, Nem ért egyet, Egyáltalán nem ért egyet","A homoszexuális párok éppolyan jó szülők, mint más párok","","v82"
"Q27","Mit gondol, a következő kijelentésekről? Egyetért velük, vagy nem ért egyet velük?","Teljesen egyetért, Egyetért, Nem ért egyet, Egyáltalán nem ért egyet","A gyermekvállalás a társadalommal szembeni kötelesség","","v83"
"Q27","Mit gondol, a következő kijelentésekről? Egyetért velük, vagy nem ért egyet velük?","Teljesen egyetért, Egyetért, Nem ért egyet, Egyáltalán nem ért egyet","A felnőtt gyermekeknek kötelességük hosszútávon gondoskodni a szüleikről","","v84"
"Q28","Most felsorolok néhány tulajdonságot, amelyekre a szülők a gyermekeiket otthon nevelhetik. Ezek közül melyeket tartja különösen fontosnak?","említette, nem említette, NT, NV","A Jó modor","","v85"
"Q28","Most felsorolok néhány tulajdonságot, amelyekre a szülők a gyermekeiket otthon nevelhetik. Ezek közül melyeket tartja különösen fontosnak?","említette, nem említette, NT, NV","B Önállóság","","v86"
"Q28","Most felsorolok néhány tulajdonságot, amelyekre a szülők a gyermekeiket otthon nevelhetik. Ezek közül melyeket tartja különösen fontosnak?","említette, nem említette, NT, NV","C Szorgalom","","v87"
"Q28","Most felsorolok néhány tulajdonságot, amelyekre a szülők a gyermekeiket otthon nevelhetik. Ezek közül melyeket tartja különösen fontosnak?","említette, nem említette, NT, NV","D Felelősségérzet","","v88"
"Q28","Most felsorolok néhány tulajdonságot, amelyekre a szülők a gyermekeiket otthon nevelhetik. Ezek közül melyeket tartja különösen fontosnak?","említette, nem említette, NT, NV","E Képzelőerő, fantázia","","v89"
"Q28","Most felsorolok néhány tulajdonságot, amelyekre a szülők a gyermekeiket otthon nevelhetik. Ezek közül melyeket tartja különösen fontosnak?","említette, nem említette, NT, NV","F Mások tisztelete, tolerancia mások iránt","","v90"
"Q28","Most felsorolok néhány tulajdonságot, amelyekre a szülők a gyermekeiket otthon nevelhetik. Ezek közül melyeket tartja különösen fontosnak?","említette, nem említette, NT, NV","G Takarékosság","","v91"
"Q28","Most felsorolok néhány tulajdonságot, amelyekre a szülők a gyermekeiket otthon nevelhetik. Ezek közül melyeket tartja különösen fontosnak?","említette, nem említette, NT, NV","H Elszántság, állhatatosság.","","v92"
"Q28","Most felsorolok néhány tulajdonságot, amelyekre a szülők a gyermekeiket otthon nevelhetik. Ezek közül melyeket tartja különösen fontosnak?","említette, nem említette, NT, NV","I Vallásos hit","","v93"
"Q28","Most felsorolok néhány tulajdonságot, amelyekre a szülők a gyermekeiket otthon nevelhetik. Ezek közül melyeket tartja különösen fontosnak?","említette, nem említette, NT, NV","J Önzetlenség","","v94"
"Q28","Most felsorolok néhány tulajdonságot, amelyekre a szülők a gyermekeiket otthon nevelhetik. Ezek közül melyeket tartja különösen fontosnak?","említette, nem említette, NT, NV","K Engedelmesség","","v95"
"Q29","Mennyire érdekli Önt a politika?","1 - nagyon érdekli, 2 - némileg érdekli, 3 - nem nagyon érdekli, 4 - egyáltalán nem érdekli, 8 - Nem tudja, 9 - Nincs válasz","","v97"
"Q30","Most arra kérem, nézze meg ezt a kártyát. Felolvasok néhány politikai akciót, amiben az emberek részt vehetnek. Kérem, mondja meg mindegyikről , hogy vett-e már részt ilyenben, alkalomadtán részt venne-e benne, vagy soha, semmilyen körülmények közt nem venne részt ilyen akcióban?","már részt vett, alkalomadtán részt venne, soha nem venne részt","A Egy követelés, petíció aláírása","","v98"
"Q30","Most arra kérem, nézze meg ezt a kártyát. Felolvasok néhány politikai akciót, amiben az emberek részt vehetnek. Kérem, mondja meg mindegyikről , hogy vett-e már részt ilyenben, alkalomadtán részt venne-e benne, vagy soha, semmilyen körülmények közt nem venne részt ilyen akcióban?","már részt vett, alkalomadtán részt venne, soha nem venne részt","B Bojkotthoz csatlakozás","","v99"
"Q30","Most arra kérem, nézze meg ezt a kártyát. Felolvasok néhány politikai akciót, amiben az emberek részt vehetnek. Kérem, mondja meg mindegyikről , hogy vett-e már részt ilyenben, alkalomadtán részt venne-e benne, vagy soha, semmilyen körülmények közt nem venne részt ilyen akcióban?","már részt vett, alkalomadtán részt venne, soha nem venne részt","C Engedélyezett tüntetésen való részvétel","","v100"
"Q30","Most arra kérem, nézze meg ezt a kártyát. Felolvasok néhány politikai akciót, amiben az emberek részt vehetnek. Kérem, mondja meg mindegyikről , hogy vett-e már részt ilyenben, alkalomadtán részt venne-e benne, vagy soha, semmilyen körülmények közt nem venne részt ilyen akcióban?","már részt vett, alkalomadtán részt venne, soha nem venne részt","D Nem engedélyezett sztrájkhoz való csatlakozás","","v101"
"Q31","Politikai kérdésekben az emberek beszélnek "bal" illetve "jobb" oldalról. Ön általában véve hová helyezné el a saját nézeteit ezen a skálán?","bal, jobb","","v102"
"Q32a","Az egyéneknek nagyobb mértékben kellene felelősséget vállalniuk a saját magukról való gondoskodásban, vagy az államnak nagyobb mértékben kellene vállalnia az emberekről való gondoskodásban?","Az egyéneknek nagyobb mértékben kellene felelősséget vállalniuk a saját magukról való gondoskodásban, Az államnak nagyobb mértékben kellene vállalnia az emberekről való gondoskodásban","","v103"
"Q32b","A munkanélkülieknek minden lehetséges munkát el kellene vállalniuk, vagy visszautasítsák a munkát amelyet nem akarnak?","A munkanélkülieknek minden lehetséges munkát el kellene vállalniuk, vagy visszautasítsák a munkát amelyet nem akarnak","","v104"
"Q32c","A verseny jó dolog, vagy káros dolog?","A verseny jó dolog, A verseny káros dolog","","v105"
"Q32d","Az egyéni jövedelmeket nagyobb mértékben kellene jutalmazni, vagy az egyéni jövedelmeket egyenlőbbé kellene tenni?","Az egyéni jövedelmeket nagyobb mértékben kellene jutalmazni, Az egyéni jövedelmeket egyenlőbbé kellene tenni","","v106"
"Q32e","Az üzleti szférában és az iparban növelni kellene a magántulajdon arányát, vagy az állami tulajdon arányát?","Az üzleti szférában és az iparban növelni kellene a magántulajdon arányát, Az üzleti szférában és az iparban növelni kellene az állami tulajdon arányát","","v107"
"Q33","Az emberek néha beszélnek arról, hogy milyen célokat kellene követnie Magyarországnak a következő tíz évbe. Ezen a kártyán néhány olyan célt soroltunk fel, melyeket különböző emberek különösen fontosnak tarthatnak. Meg tudná, kérem, mondani, hogy ezek közül a célok közül Ön melyiket tartja a legfontosabbnak?","Gyors gazdasági növekedés, Biztosítani, hogy az országnak erős védereje legyen, Biztosítani, hogy az embereknek több beleszólásuk legyen abba, hogy a munkahelyükön és közösségükben mi történik, Megpróbálni a városokat és a vidéket szebbé tenni","","v108"
"Q33a","És mit tart a második legfontosabbnak?","Gyors gazdasági növekedés, Biztosítani, hogy az országnak erős védereje legyen, Biztosítani, hogy az embereknek több beleszólásuk legyen abba, hogy a munkahelyükön és közösségükben mi történik, Megpróbálni a városokat és a vidéket szebbé tenni","","v109"
