```csv
"Question Number","Question Text","Response_Scale","Response_Options","Card_Number","Variable_Name"
"Q6","Здесь перечислены различные группы людей. Назовите группы, с представителями которых Вы не хотели бы жить по соседству.","01.Люди другой национальности - 02.Алкоголики - 03.Иммигранты/ иностранные рабочие - 04.Наркоманы - 05.Гомосексуалисты - 06.Христиане - 07.Мусульмане - 08.Евреи - 09.Цыгане - 97.Нет таких групп","6","v11"
"Q7","Если говорить в целом, Вы считаете, что большинству людей можно доверять или нужно быть очень осторожными в отношениях с людьми?","1 (Большинству можно доверять) - 2 (Нужно быть очень осторожными в отношениях с людьми) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","7","v12"
"Q8","Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Вашей семье","6","v13"
"Q8","Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Людям, живущим по соседству","6","v14"
"Q8","Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Людям, с которыми Вы лично знакомы","6","v15"
"Q8","Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Людям, с которыми Вы встречаетесь в первый раз","6","v16"
"Q8","Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Людям другой веры","6","v17"
"Q8","Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Людям другой национальности","6","v18"
"Q9","Некоторые люди полагают, что они совершенно свободны в выборе и сами определяют свою жизнь, другие же считают, что они никак реально не влияют на то, что с ними происходит. Используя эту шкалу, оцените, пожалуйста, в какой степени, как Вам кажется, Вы влияете на ход своей жизни.","1 (Совсем не влияю) - 2 (Слабо влияю) - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Сильно влияю) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","7","v19"
"Q10","Принимая во внимание все стороны жизни, насколько Вы удовлетворены своей жизнью в целом в настоящее время? Дайте ответ по шкале на этой карточке.","1 (Совершенно не удовлетворен) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Полностью удовлетворен) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","8","v20"
"Q11","Здесь перечислены некоторые аспекты, которые люди считают важными в своей работе. Просмотрите этот список и скажите, что из приведенного здесь лично для Вас важно в работе?","1 (Хорошая оплата труда) - 2 (Работа в удобное для Вас время) - 3 (Возможность проявить инициативу) - 4 (Продолжительный отпуск, достаточное количество нерабочих дней) - 5 (Работа, где Вы чувствуете, что можете достичь чего-то) - 6 (Ответственная работа)","","9","v21"
"Q12","Скажите, в какой степени Вы согласны или не согласны со следующими утверждениями?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Чтобы полностью развивать свои таланты, Вы должны работать","10","v22"
"Q12","Скажите, в какой степени Вы согласны или не согласны со следующими утверждениями?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Унизительно получать деньги, не зарабатывая их","10","v23"
"Q12","Скажите, в какой степени Вы согласны или не согласны со следующими утверждениями?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Люди, которые не работают, становятся ленивыми","10","v24"
"Q12","Скажите, в какой степени Вы согласны или не согласны со следующими утверждениями?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Работа - это долг человека перед обществом","10","v25"
"Q12","Скажите, в какой степени Вы согласны или не согласны со следующими утверждениями?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Работа всегда должна быть на первом месте, даже если остается меньше свободного времени","10","v26"
"Q13","Исповедуете ли Вы какую-либо религию?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","11","v27"
"Q13a","Какую религию Вы исповедуете?","01.Православное христианство - 02.Католичество - 03.Протестантизм - 08.Другая ветвь христианства - 04.Ислам - 05.Иудаизм - 06.Буддизм - 07.Индуизм - 08.Другие не-христианские религии - 98.Другое /УТОЧНИТЕ КАКОЙ/ - 88.Затрудняюсь ответить - 99.Отказ от ответа","","11","v28"
"Q14","А раньше Вы исповедовали какую-нибудь религию?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","12","v29"
"Q15","Не считая венчаний, похорон и крещений, как часто Вы посещаете религиозные службы в настоящее время?","1 (Чаще, чем раз в неделю) - 2 (Раз в неделю) - 3 (Раз в месяц) - 4 (По особым религиозным праздникам) - 5 (Раз в год) - 6 (Реже, чем раз в год) - 7 (Никогда, почти никогда) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","12","v30"
"Q16","Не считая венчаний, похорон и крещений, как часто Вы посещали религиозные службы, когда Вам было 12 лет?","1 (Чаще, чем раз в неделю) - 2 (Раз в неделю) - 3 (Раз в месяц) - 4 (По особым религиозным праздникам) - 5 (Раз в год) - 6 (Реже, чем раз в год) - 7 (Никогда, почти никогда) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","12","v31"
"Q17","Независимо от того, посещаете Вы религиозные службы или нет, можете ли Вы сказать, что Вы:","1 (Верующий) - 2 (Неверующий) - 3 (Убежденный атеист) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","","13","v32"
"Q18","Верите Вы или нет во что-нибудь из того, что я Вам сейчас назову?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","В Бога","14","v33"
"Q18","Верите Вы или нет во что-нибудь из того, что я Вам сейчас назову?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","В жизнь после смерти","14","v34"
"Q18","Верите Вы или нет во что-нибудь из того, что я Вам сейчас назову?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","В существование ада","14","v35"
"Q18","Верите Вы или нет во что-нибудь из того, что я Вам сейчас назову?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","В существование рая","14","v36"
"Q19","Верите ли Вы в переселение душ, то есть в то, что после смерти мы рождаемся заново?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","15","v37"
"Q20","Какое из суждений на этой карточке в наибольшей степени соответствует Вашим собственным представлениям?","1 (Существует Бог) - 2 (Существует некий Высший Дух или Высшая Сила) - 3 (Я не могу сказать определенно, Бог это или Высший Дух или Высшая Сила.) - 4 (Я не думаю, что существует Бог, или Высший Дух, или Высшая Сила) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","16","v38"
"Q21","Насколько важен Бог в Вашей жизни? Пожалуйста, используйте для ответа шкалу на этой карточке, где 10 означает "очень важен", 1 - "совсем не важен". Вы также можете выбрать любое число между ними.","1 (Совсем не важен) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Очень важен) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","17","v39"
"Q22","Не считая религиозных служб, как часто Вы молитесь Богу?","1 (Каждый день) - 2 (Чаще, чем раз в неделю) - 3 (Раз в неделю) - 4 (По крайней мере, раз в месяц) - 5 (Несколько раз в год) - 6 (Реже, чем раз в год) - 7 (Никогда, почти никогда) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","18","v40"
"Q23","Не считая религиозных служб, как часто Вы посещали религиозные службы, когда Вам было 12 лет?","1 (Чаще, чем раз в неделю) - 2 (Раз в неделю) - 3 (Раз в месяц) - 4 (По особым религиозным праздникам) - 5 (Раз в год) - 6 (Реже, чем раз в год) - 7 (Никогда, почти никогда) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","18","v41"
"Q24","Согласны Вы или нет со следующим утверждением: "Брак - это устаревший способ организации семьи"?","1 (Да, согласен) - 2 (Нет, не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","19","v42"
"Q25","Исповедуете ли Вы какую-либо религию?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","20","v43"
"Q25","Исповедуете ли Вы какую-либо религию?","1 (Полностью согласен) - 2 (Согласен) - 3 (Не согласен) - 4 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Когда мать работает на оплачиваемой работе, это плохо сказывается на детях","21","v44"
"Q25","Исповедуете ли Вы какую-либо религию?","1 (Полностью согласен) - 2 (Согласен) - 3 (Не согласен) - 4 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Работа - это хорошо, но в действительности большинство женщин хотели бы заниматься домом и детьми","21","v45"
"Q25","Исповедуете ли Вы какую-либо религию?","1 (Полностью согласен) - 2 (Согласен) - 3 (Не согласен) - 4 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Люди, которые не работают, становятся ленивыми","21","v46"
"Q25","Исповедуете ли Вы какую-либо религию?","1 (Полностью согласен) - 2 (Согласен) - 3 (Не согласен) - 4 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Работа - это долг человека перед обществом","21","v47"
"Q25","Исповедуете ли Вы какую-либо религию?","1 (Полностью согласен) - 2 (Согласен) - 3 (Не согласен) - 4 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Работа всегда должна быть на первом месте, даже если остается меньше свободного времени","21","v48"
"Q26","Согласны Вы или нет со следующим утверждением: "Брак - это устаревший способ организации семьи"?","1 (Да, согласен) - 2 (Нет, не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","22","v49"
"Q27","По каждому из утверждений, которые я Вам сейчас зачитаю, скажите, Вы с ним полностью согласны; согласны; частично согласны, а частично нет; не согласны или полностью не согласны?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Супружеская верность","23","v50"
"Q27","По каждому из утверждений, которые я Вам сейчас зачитаю, скажите, Вы с ним полностью согласны; согласны; частично согласны, а частично нет; не согласны или полностью не согласны?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Хороший доход","23","v51"
"Q27","По каждому из утверждений, которые я Вам сейчас зачитаю, скажите, Вы с ним полностью согласны; согласны; частично согласны, а частично нет; не согласны или полностью не согласны?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Хорошие жилищные условия","23","v52"
"Q27","По каждому из утверждений, которые я Вам сейчас зачитаю, скажите, Вы с ним полностью согласны; согласны; частично согласны, а частично нет; не согласны или полностью не согласны?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Совместное выполнение домашней работы","23","v53"
"Q27","По каждому из утверждений, которые я Вам сейчас зачитаю, скажите, Вы с ним полностью согласны; согласны; частично согласны, а частично нет; не согласны или полностью не согласны?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Дети","23","v54"
"Q27","По каждому из утверждений, которые я Вам сейчас зачитаю, скажите, Вы с ним полностью согласны; согласны; частично согласны, а частично нет; не согласны или полностью не согласны?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Иметь свободное время на свои увлечения и друзей","23","v55"
"Q28","Какое из суждений на этой карточке в наибольшей степени соответствует Вашим собственным представлениям?","1 (Существует Бог) - 2 (Существует некий Высший Дух или Высшая Сила) - 3 (Я не могу сказать определенно, Бог это или Высший Дух или Высшая Сила.) - 4 (Я не думаю, что существует Бог, или Высший Дух, или Высшая Сила) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","24","v56"
"Q29","Насколько для Вас важно жить в демократической стране?","1 (Очень важно) - 2 (Скорее важно, чем нет) - 3 (Не очень важно) - 4 (Совсем не важно) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","25","v57"
"Q30","Я буду называть Вам различные формы политических действий, а Вы скажите в отношении каждого из них, участвовали ли Вы когда-либо в таком действии, а если нет, то могли бы участвовать или ни при каких обстоятельствах не стали бы участвовать в нем?","1 (Участвовал) - 2 (Мог бы участвовать) - 3 (Никогда не стал бы участвовать) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Подписание петиций","26","v58"
"Q30","Я буду называть Вам различные формы политических действий, а Вы скажите в отношении каждого из них, участвовали ли Вы когда-либо в таком действии, а если нет, то могли бы участвовать или ни при каких обстоятельствах не стали бы участвовать в нем?","1 (Участвовал) - 2 (Мог бы участвовать) - 3 (Никогда не стал бы участвовать) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Участие в бойкотах","26","v59"
"Q30","Я буду называть Вам различные формы политических действий, а Вы скажите в отношении каждого из них, участвовали ли Вы когда-либо в таком действии, а если нет, то могли бы участвовать или ни при каких обстоятельствах не стали бы участвовать в нем?","1 (Участвовал) - 2 (Мог бы участвовать) - 3 (Никогда не стал бы участвовать) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Участие в разрешенных демонстрациях, шествиях, манифестациях, митингах","26","v60"
"Q30","Я буду называть Вам различные формы политических действий, а Вы скажите в отношении каждого из них, участвовали ли Вы когда-либо в таком действии, а если нет, то могли бы участвовать или ни при каких обстоятельствах не стали бы участвовать в нем?","1 (Участвовал) - 2 (Мог бы участвовать) - 3 (Никогда не стал бы участвовать) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Участие в несанкционированных забастовках","26","v61"
"Q31","Говоря о политике, люди используют слова “левый” и “правый”. Куда бы Вы поместили свои взгляды на этой шкале?","1 (Левый) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Правый) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","27","v62"
"Q32","Сейчас мне хотелось бы узнать Ваше мнение по различным вопросам. Я буду показывать Вам карточки с противоположными утверждениями на концах шкалы, а Вы скажите, куда бы Вы поместили Вашу точку зрения на этой шкале. Вы можете выбрать любое число от 1 до 10.","1 (Люди сами должны нести больше ответственности за то, чтобы себя обеспечить) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Государство должно нести больше ответственности за то, чтобы все люди были обеспечены) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","28","v63"
"Q32","Сейчас мне хотелось бы узнать Ваше мнение по различным вопросам. Я буду показывать Вам карточки с противоположными утверждениями на концах шкалы, а Вы скажите, куда бы Вы поместили Вашу точку зрения на этой шкале. Вы можете выбрать любое число от 1 до 10.","1 (Безработные должны соглашаться на любую предложенную работу или лишатся пособия по безработице) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Безработные должны иметь право отказываться от работы, которая им не нравится) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","28","v64"
"Q32","Сейчас мне хотелось бы узнать Ваше мнение по различным вопросам. Я буду показывать Вам карточки с противоположными утверждениями на концах шкалы, а Вы скажите, куда бы Вы поместили Вашу точку зрения на этой шкале. Вы можете выбрать любое число от 1 до 10.","1 (Конкуренция - это хорошо) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Конкуренция вредна) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","28","v65"
"Q32","Сейчас мне хотелось бы узнать Ваше мнение по различным вопросам. Я буду показывать Вам карточки с противоположными утверждениями на концах шкалы, а Вы скажите, куда бы Вы поместили Вашу точку зрения на этой шкале. Вы можете выбрать любое число от 1 до 10.","1 (Разница в доходах не должна быть очень большой) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Тот, кто больше работает, должен получать больше) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","28","v66"
"Q32","Сейчас мне хотелось бы узнать Ваше мнение по различным вопросам. Я буду показывать Вам карточки с противоположными утверждениями на концах шкалы, а Вы скажите, куда бы Вы поместили Вашу точку зрения на этой шкале. Вы можете выбрать любое число от 1 до 10.","1 (Доля частной собственности в бизнесе и производстве должна быть увеличена) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Доля государственной собственности в бизнесе и производстве должна быть увеличена) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","28","v67"
"Q33","Сейчас многие обсуждают цели нашей страны на следующие десять лет. Скажите, пожалуйста, какую из целей, перечисленных на карточке, Вы считаете наиболее важной?","Высокий уровень экономического роста - Высокая обороноспособность - Создание условий, когда люди имеют больше возможностей решать, что должно делаться у них на работе, по месту жительства и т. д. - Сделать красивее города и села - Затрудняюсь ответить","","29","v68"
"Q33a","А второй по важности?","Высокий уровень экономического роста - Высокая обороноспособность - Создание условий, когда люди имеют больше возможностей решать, что должно делаться у них на работе, по месту жительства и т. д. - Сделать красивее города и села - Затрудняюсь ответить","","29","v69"
"Q34","А что из перечисленного на этой карточке Вы назвали бы самой важной целью нашей страны на ближайшие 10 лет?","Поддержание порядка в стране - Дать людям возможность больше влиять на правительство при принятии решений - Борьба с ростом цен - Защита свободы слова - Затрудняюсь ответить","","30","v70"
"Q34a","А что Вы считаете следующим по важности?","Поддержание порядка в стране - Дать людям возможность больше влиять на правительство при принятии решений - Борьба с ростом цен - Защита свободы слова - Затрудняюсь ответить","","30","v71"
"Q35","Конечно, все мы надеемся, что новой войны не будет, но если она все-таки случится, готовы Вы были бы сражаться за свою страну?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","31","v72"
"Q36","Сейчас я зачитаю Вам некоторые утверждения об изменениях, которые могут произойти в ближайшем будущем в нашем образе жизни. Скажите по каждому из них, если это произойдет, это было бы хорошо, плохо или это не имеет для Вас значения?","Хорошо - Плохо - Не имеет значения","Уменьшение важности работы в нашей жизни","32","v73"
"Q36","Сейчас я зачитаю Вам некоторые утверждения об изменениях, которые могут произойти в ближайшем будущем в нашем образе жизни. Скажите по каждому из них, если это произойдет, это было бы хорошо, плохо или это не имеет для Вас значения?","Хорошо - Плохо - Не имеет значения","Большее уважение к власти","32","v74"
"Q37","Как Вы считаете, должны ли власти в России иметь право на то, что я буду называть?","Определенно должны иметь право - Наверное, должны иметь право - Наверное, не должны иметь право - Определенно не должны иметь право - Затрудняюсь ответить - Отказ от ответа","Вести видеонаблюдение за людьми в общественных местах","33","v75"
"Q37","Как Вы считаете, должны ли власти в России иметь право на то, что я буду называть?","Определенно должны иметь право - Наверное, должны иметь право - Наверное, не должны иметь право - Определенно не должны иметь право - Затрудняюсь ответить - Отказ от ответа","Отслеживать всю электронную почту и любую другую информацию, которой люди обмениваются в Интернете","33","v76"
"Q37","Как Вы считаете, должны ли власти в России иметь право на то, что я буду называть?","Определенно должны иметь право - Наверное, должны иметь право - Наверное, не должны иметь право - Определенно не должны иметь право - Затрудняюсь ответить - Отказ от ответа","Собирать информацию о человеке, живущем в России, без его ведома","33","v77"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Церковь","34","v78"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Вооруженные силы","34","v79"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Система образования","34","v80"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Пресса","34","v81"
