```csv
"Question Number","Question Text","Response_Scale","Response_Options","Card_Number","Variable_Name"
"Q4","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Egyéb csoportok","4","v19"
"Q4","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Egyik sem (spontán)","4","v20"
"Q5","Vett részt valaha önkéntes munkában az elmúlt 6 hónapban?","1 - igen, 2 - nem, 8 - Nem tudom, 9 - Nem válaszolt","","5","v21"
"Q6","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Más rasszú emberek","6","v22"
"Q6","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Súlyos alkoholisták","6","v23"
"Q6","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Betakarodók, külföldi munkások","6","v24"
"Q6","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Kábítószer-fogyasztók","6","v25"
"Q6","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Homoszexuálisok","6","v26"
"Q6","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Keresztények","6","v27"
"Q6","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Muszlimok","6","v28"
"Q6","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Zsidók","6","v29"
"Q6","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Romák","6","v30"
"Q7","Általánosságban azt mondaná-e, hogy a legtöbb emberre lehet bizalmat szavítani, vagy az ember sosem lehet elég óvatos másokkal szemben?","1 - a legtöbb emberre lehet bizalmat szavítani, 2 - az ember sosem lehet elég óvatos, 8 - Nem tudom, 9 - Nem válaszolt","","7","v31"
"Q8","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen megbízom, 2 - megbízom, 3 - kevésbé megbízom, 4 - egyáltalán nem megbízom, 8 - Nem tudom, 9 - Nem válaszolt","A családjában","8","v32"
"Q8","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen megbízom, 2 - megbízom, 3 - kevésbé megbízom, 4 - egyáltalán nem megbízom, 8 - Nem tudom, 9 - Nem válaszolt","A szomszédokban","8","v33"
"Q8","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen megbízom, 2 - megbízom, 3 - kevésbé megbízom, 4 - egyáltalán nem megbízom, 8 - Nem tudom, 9 - Nem válaszolt","Azokban az emberekben, akiket személyesen ismer","8","v34"
"Q8","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen megbízom, 2 - megbízom, 3 - kevésbé megbízom, 4 - egyáltalán nem megbízom, 8 - Nem tudom, 9 - Nem válaszolt","Azokban az emberekben, akiket első alkalommal ismer meg","8","v35"
"Q8","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen megbízom, 2 - megbízom, 3 - kevésbé megbízom, 4 - egyáltalán nem megbízom, 8 - Nem tudom, 9 - Nem válaszolt","Más vallású emberekben","8","v36"
"Q8","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen megbízom, 2 - megbízom, 3 - kevésbé megbízom, 4 - egyáltalán nem megbízom, 8 - Nem tudom, 9 - Nem válaszolt","Más nemzetiségű emberekben","8","v37"
"Q9","Van, aki úgy gondolja, hogy teljes szabadságuk van a döntéseikben és ellenőrzik az életüket, mások szerint az nem igazán befolyásolja, ami történik velük. Kérem jelezze, hogy mennyire érzi azt, hogy van döntési szabadsága és ellenőrzése az élete felett.","1 - a legnagyobb mértékben, 2 - nagy mértékben, 3 - mérsékelt mértékben, 4 - nem mérsékelt mértékben, 5 - egyáltalán nem, 8 - Nem tudom, 9 - Nem válaszolt","","9","v38"
"Q10","Összességében elégedett-e az életével? Kérem válaszoljon a kártyán található skálán.","1 - elégedetlen, 2 - kielégítő, 3 - jó, 4 - nagyon jó, 5 - kiváló, 6 - remek, 7 - csodálatos, 8 - Nem tudom, 9 - Nem válaszolt","","10","v39"
"Q11","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Jó fizetés","11","v40"
"Q11","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Kedvező munkaidő","11","v41"
"Q11","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Önálló kezdeményezés lehetősége","11","v42"
"Q11","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Hosszú éves szabadság","11","v43"
"Q11","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Olyan munka, amivel valamit elérhet","11","v44"
"Q11","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Felelősségteljes munka","11","v45"
"Q11","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Semmi sem az említettek közül (spontán)","11","v45a"
"Q12","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","Ahhoz, hogy teljesen kibontakoztassa a tehetségeit, munkája kell lennie.","12","v46"
"Q12","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","Megalázó pénzt fogadni, amit nem kerestél.","12","v47"
"Q12","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","Azok az emberek, akik nem dolgoznak, lustaak lesznek.","12","v48"
"Q12","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","A munka kötelesség a társadalommal szemben.","12","v49"
"Q12","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","A munka mindig az első helyen kell legyen, még akkor is, ha ez kevesebb szabadidőt jelent.","12","v50"
"Q13","Tartozik-e valamilyen vallási közösséghez?","1 - Igen, 2 - Nem, 8 - Nem tudom, 9 - Nem válaszolt","","13","v51"
"Q13a","Melyikhez?","","","13a","v52"
"Q14","Ha jelenleg nem tartozik vallási közösséghez (Q13=2), tartozott-e valaha valamilyen vallási közösséghez?","1 - igen, 2 - nem, 8 - Nem tudom, 9 - Nem válaszolt","","14","v53"
"Q15","Kivéve az esküvőket, temetéseket és kereszteléseket, milyen gyakran jár vallási istentiszteletre az utóbbi időben?","1 - hetente többször, 2 - hetente egyszer, 3 - havonta egyszer, 4 - csak vallási ünnepeken, 5 - évente egyszer, 6 - ritkábban, 7 - soha, 8 - Nem tudom, 9 - Nem válaszolt","","15","v54"
"Q16","Kivéve az esküvőket, temetéseket és kereszteléseket, milyen gyakran járt vallási istentiszteletre, amikor 12 éves volt?","1 - hetente többször, 2 - hetente egyszer, 3 - havonta egyszer, 4 - csak vallási ünnepeken, 5 - évente egyszer, 6 - ritkábban, 7 - soha, 8 - Nem tudom, 9 - Nem válaszolt","","16","v55"
"Q17","Függetlenül attól, hogy jár-e templomba vagy sem, mondaná-e magáról, hogy:","1 - vallásos személy, 2 - nem vallásos személy, 3 - ateista, 8 - Nem tudom, 9 - Nem válaszolt","","17","v56"
"Q18","Hisz-e valamiben az alábbiak közül? Miben?","1 - Istenben, 2 - a lélekben vagy az élet erőben, 3 - a pokolban, 4 - a mennyben, 8 - Nem tudom, 9 - Nem válaszolt","","18","v57"
"Q18","Hisz-e valamiben az alábbiak közül? Miben?","1 - Istenben, 2 - a lélekben vagy az élet erőben, 3 - a pokolban, 4 - a mennyben, 8 - Nem tudom, 9 - Nem válaszolt","","18","v58"
"Q18","Hisz-e valamiben az alábbiak közül? Miben?","1 - Istenben, 2 - a lélekben vagy az élet erőben, 3 - a pokolban, 4 - a mennyben, 8 - Nem tudom, 9 - Nem válaszolt","","18","v59"
"Q18","Hisz-e valamiben az alábbiak közül? Miben?","1 - Istenben, 2 - a lélekben vagy az élet erőben, 3 - a pokolban, 4 - a mennyben, 8 - Nem tudom, 9 - Nem válaszolt","","18","v60"
"Q19","Hisz-e a reinkarnációban, vagyis abban, hogy volt korábbi élete, és újra fogunk születni ezen a világon?","1 - igen, 2 - nem, 8 - Nem tudom, 9 - Nem válaszolt","","19","v61"
"Q20","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - személyes Isten létezik, 2 - van valamilyen szellem vagy élet erő, 3 - nem tudom, mit gondoljak, 4 - nem hiszem, hogy bármilyen szellem, Isten vagy élet erő létezik, 8 - Nem tudom, 9 - Nem válaszolt","","20","v62"
"Q21","Mennyire fontos az Isten az Ön életében? Kérem válaszoljon a kártyán található skálán, ahol az 1 szám teljesen nem fontosat, a 10 szám pedig „nagyon fontosat” jelent.","1 - teljesen nem fontos, 2 - nem fontos, 3 - elég fontos, 4 - fontos, 5 - meglehetősen fontos, 6 - nagyon fontos, 7 - rendkívül fontos, 8 - Nem tudom, 9 - Nem válaszolt","","21","v63"
"Q22","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - minden nap, 2 - hetente többször, 3 - hetente egyszer, 4 - legalább havonta egyszer, 5 - többször évente, 6 - ritkábban, 7 - soha, 8 - Nem tudom, 9 - Nem válaszolt","","22","v64"
"Q23","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - nagyon fontos, 2 - eléggé fontos, 3 - nem túl fontos, 8 - Nem tudom, 9 - Nem válaszolt","Hűség","23","v65"
"Q23","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - nagyon fontos, 2 - eléggé fontos, 3 - nem túl fontos, 8 - Nem tudom, 9 - Nem válaszolt","Megfelelő jövedelem","23","v66"
"Q23","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - nagyon fontos, 2 - eléggé fontos, 3 - nem túl fontos, 8 - Nem tudom, 9 - Nem válaszolt","Jó lakási körülmények","23","v67"
"Q23","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - nagyon fontos, 2 - eléggé fontos, 3 - nem túl fontos, 8 - Nem tudom, 9 - Nem válaszolt","Egyenlő részvétel a házimunkában","23","v68"
"Q23","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - nagyon fontos, 2 - eléggé fontos, 3 - nem túl fontos, 8 - Nem tudom, 9 - Nem válaszolt","Gyermekek","23","v69"
"Q23","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - nagyon fontos, 2 - eléggé fontos, 3 - nem túl fontos, 8 - Nem tudom, 9 - Nem válaszolt","Időt tölteni a saját barátaival, tevékenységeivel és hobijával","23","v70"
"Q24","Egyetért-e az alábbi állítással? A házasság elavult intézmény.","1 - egyetértek, 2 - nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","","24","v71"
"Q25","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","Amikor egy anya fizetett munkát végez, a gyerekek szenvednek.","25","v72"
"Q25","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","A nők valójában azt akarják, hogy gondoskodjanak a háztartásról és a gyerekekről.","25","v73"
"Q25","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","A család élete szenved, ha a nő teljes munkaidőben dolgozik.","25","v74"
"Q25","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","A férfi feladata a pénzkeresés, a nő feladata a háztartás és a család gondozása.","25","v75"
"Q25","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","Általánosságban a férfiak jobbak a politikai vezetőként, mint a nők.","25","v76"
"Q25","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","A főiskolai végzettség fontosabb a fiúknak, mint a lányoknak.","25","v77"
"Q25","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","Általánosságban a férfiak jobbak az üzleti vezetőként, mint a nők.","25","v78"
"Q25","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","Az egyik fő életcélom, hogy büszkévé tegyem a szüleimet.","25","v79"
"Q26","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","Munkaidő hiányában a kormány jogosult videómegfigyelést végezni a nyilvános helyeken.","26","v80"
"Q26","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","A kormány jogosult minden személyről adatokat gyűjteni az országban, még a tudta nélkül is.","26","v81"
"Q27","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","A homoszexuális párok ugyanolyan jó szülők, mint más párok.","27","v82"
"Q27","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","A gyerekeknek kötelezőnek kell lennie.","27","v83"
"Q27","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - teljesen egyetértek, 2 - egyetértek, 3 - sem egyetértek, sem nem egyetértek, 4 - nem egyetértek, 5 - egyáltalán nem egyetértek, 8 - Nem tudom, 9 - Nem válaszolt","Az idősebb felnőttek kötelessége gondoskodni szüleikről.","27","v84"
"Q28","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Udvarias viselkedés (jó modorok)","28","v85"
"Q28","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Függetlenség","28","v86"
"Q28","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Szorgalom","28","v87"
"Q28","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Felelősségérzet","28","v88"
"Q28","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Képzelőerő","28","v89"
"Q28","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Tolerancia és mások tisztelete","28","v90"
"Q28","Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.","1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt","Takarékosság, pénz és dolgok megőrzése","28","v91"
