```csv
"Question Number","Question Text","Response_Scale","Response_Options","Card_Number","Variable_Name"
"Q6","Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","A Lidé odlišné rasy","6","v22"
"Q6","Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","B Těžcí alkoholici","6","v23"
"Q6","Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","C Přistěhovalci (imigranti) / cizí dělníci","6","v24"
"Q6","Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","D Lidé závislí na drogách","6","v25"
"Q6","Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","E Homosexuálové","6","v26"
"Q6","Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","F Křesťané","6","v27"
"Q6","Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","G Muslimové","6","v28"
"Q6","Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","H Židé","6","v29"
"Q6","Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","I Romové","6","v30"
"Q7","Mohl/a byste říci podle svých životních zkušeností, že většinu lidí je možno důvěřovat, anebo že člověk musí být ve styku s ostatními velmi opatrný?","1 (Většinu lidí je možno důvěřovat) - 2 (Člověk musí být ve styku s ostatními velmi opatrný) - 8 (Neví) - 9 (Neodpovídl/a)","","7","v31"
"Q8","Rád/a bych se zeptal/a do jaké míry v(cid:268)říte lidem z r(cid:292)zných skupin. Mohl/a byste říci, u každé z následujících skupin lidí, zda jim v(cid:268)říte zcela, částečně, málo, nebo vůbec?","1 (Zcela v(cid:268)říte) - 2 (Částečně v(cid:268)říte) - 3 (Málo v(cid:268)říte) - 4 (Vůbec nev(cid:268)říte) - 8 (Neví) - 9 (Bez odpovědi)","Vaše rodina","8","v32"
"Q8","Rád/a bych se zeptal/a do jaké míry v(cid:268)říte lidem z r(cid:292)zných skupin. Mohl/a byste říci, u každé z následujících skupin lidí, zda jim v(cid:268)říte zcela, částečně, málo, nebo vůbec?","1 (Zcela v(cid:268)říte) - 2 (Částečně v(cid:268)říte) - 3 (Málo v(cid:268)říte) - 4 (Vůbec nev(cid:268)říte) - 8 (Neví) - 9 (Bez odpovědi)","Lidé ve vašem sousedství","8","v33"
"Q8","Rád/a bych se zeptal/a do jaké míry v(cid:268)říte lidem z r(cid:292)zných skupin. Mohl/a byste říci, u každé z následujících skupin lidí, zda jim v(cid:268)říte zcela, částečně, málo, nebo vůbec?","1 (Zcela v(cid:268)říte) - 2 (Částečně v(cid:268)říte) - 3 (Málo v(cid:268)říte) - 4 (Vůbec nev(cid:268)říte) - 8 (Neví) - 9 (Bez odpovědi)","Lidé, které osobně znáte","8","v34"
"Q8","Rád/a bych se zeptal/a do jaké míry v(cid:268)říte lidem z r(cid:292)zných skupin. Mohl/a byste říci, u každé z následujících skupin lidí, zda jim v(cid:268)říte zcela, částečně, málo, nebo vůbec?","1 (Zcela v(cid:268)říte) - 2 (Částečně v(cid:268)říte) - 3 (Málo v(cid:268)říte) - 4 (Vůbec nev(cid:268)říte) - 8 (Neví) - 9 (Bez odpovědi)","Lidé, s kterými jste se právně seznámil/a","8","v35"
"Q8","Rád/a bych se zeptal/a do jaké míry v(cid:268)říte lidem z r(cid:292)zných skupin. Mohl/a byste říci, u každé z následujících skupin lidí, zda jim v(cid:268)říte zcela, částečně, málo, nebo vůbec?","1 (Zcela v(cid:268)říte) - 2 (Částečně v(cid:268)říte) - 3 (Málo v(cid:268)říte) - 4 (Vůbec nev(cid:268)říte) - 8 (Neví) - 9 (Bez odpovědi)","Lidé jiného vyznání","8","v36"
"Q8","Rád/a bych se zeptal/a do jaké míry v(cid:268)říte lidem z r(cid:292)zných skupin. Mohl/a byste říci, u každé z následujících skupin lidí, zda jim v(cid:268)říte zcela, částečně, málo, nebo vůbec?","1 (Zcela v(cid:268)říte) - 2 (Částečně v(cid:268)říte) - 3 (Málo v(cid:268)říte) - 4 (Vůbec nev(cid:268)říte) - 8 (Neví) - 9 (Bez odpovědi)","Lidé odlišné národnosti","8","v37"
"Q9","Někteří lidé mají pocit úplné svobodného rozhodování a kontroly nad svým životem a jiní mají pocit, že sv(cid:292)j život ovlivňovat nemohou, ať d(cid:268)lají, co d(cid:268)lají. Prosím Vás, vyjád(cid:284)ete na následující škále, nakolik podle Vás m(cid:292)žete ovlivňovat sv(cid:292)j život.","1 (Vůbec ne) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Pln(cid:268)) - 88 (Nevím) - 99 (Bez odpovědi)","","9","v38"
"Q10","Když vezmete v úvahu všechny okolnosti, jak jste nyní spokojen(a) se svým životem? Prosím použijte tuto kartu, která Vám má pomoci s odpov(cid:268)dí.","1 (Nespokojen(a)) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Spokojen(a)) - 88 (Nevím) - 99 (Bez odpovědi)","","10","v39"
"Q11","Zde je výčet toho, co lidé považují za d(cid:268)ležité ve své práci. Prosím, prohlédn(cid:268)te si seznam a řekněte mi, co z něj osobně považujete za d(cid:268)ležité?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","A Dobrý plat","11","v40"
"Q11","Zde je výčet toho, co lidé považují za d(cid:268)ležité ve své práci. Prosím, prohlédn(cid:268)te si seznam a řekněte mi, co z něj osobně považujete za d(cid:268)ležité?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","B Dobrá pracovní doba","11","v41"
"Q11","Zde je výčet toho, co lidé považují za d(cid:268)ležité ve své práci. Prosím, prohlédn(cid:268)te si seznam a řekněte mi, co z něj osobně považujete za d(cid:268)ležité?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","C P(cid:284)íležitost uplatnit iniciativu","11","v42"
"Q11","Zde je výčet toho, co lidé považují za d(cid:268)ležité ve své práci. Prosím, prohlédn(cid:268)te si seznam a řekněte mi, co z něj osobně považujete za d(cid:268)ležité?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","D Št(cid:268)drá dovolená (dlouhá)","11","v43"
"Q11","Zde je výčet toho, co lidé považují za d(cid:268)ležité ve své práci. Prosím, prohlédn(cid:268)te si seznam a řekněte mi, co z něj osobně považujete za d(cid:268)ležité?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","E Práce, ve které můžete n(cid:268)čeho dosáhnout","11","v44"
"Q11","Zde je výčet toho, co lidé považují za d(cid:268)ležité ve své práci. Prosím, prohlédn(cid:268)te si seznam a řekněte mi, co z něj osobně považujete za d(cid:268)ležité?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","F Zodpov(cid:268)dná práce","11","v45"
"Q11","Zde je výčet toho, co lidé považují za d(cid:268)ležité ve své práci. Prosím, prohlédn(cid:268)te si seznam a řekněte mi, co z něj osobně považujete za d(cid:268)ležité?","1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi)","Žádný","11","v45a"
"Q12","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Člov(cid:268)k musí mít zam(cid:268)stnání (práci), aby mohl pln(cid:268) rozvinout své vlohy.","12","v46"
"Q12","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Je ponižující dostávat peníze, aniž by si je člov(cid:268)k musel odpracovat","12","v47"
"Q12","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Lidé, kte(cid:284)í nepracují, zleniví.","12","v48"
"Q12","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Pracovat je povinností v(cid:292)či společnosti.","12","v49"
"Q12","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Práce by m(cid:268)la mít vždy p(cid:284)ednost, i když to znamená mít mén(cid:268) volného času.","12","v50"
"Q13","Hlásíte se k n(cid:268)jakému náboženskému vyznání?","1 (Ano) - 2 (Ne) - 8 (Neví) - 9 (Neodpovídl/a)","","13","v51"
"Q13a","Ke kterému?","","","13a","v52"
"Q14","Pat(cid:284)il/a jste se n(cid:268)kdy k n(cid:268)jakému náboženskému vyznání?","1 (Ano) - 2 (Ne) - 8 (Neví) - 9 (Neodpovídl/a)","","14","v53"
"Q15","Když nepočítáte svatby, poh(cid:284)by a k(cid:284)tiny, jak asi často nyní navšt(cid:268)vujete bohoslužby?","1 (Čast(cid:268)ji než jednou týdn(cid:268)) - 2 (Jednou týdn(cid:268)) - 3 (Jednou za m(cid:268)síc) - 4 (Pouze p(cid:284)i p(cid:284)íležitosti zvláštních církevních svátků) - 5 (Jednou za rok) - 6 (Mén(cid:268) často) - 7 (Nikdy, v podstat(cid:268) nikdy) - 8 (Neví) - 9 (Neodpovídl/a)","","15","v54"
"Q16","Když nepočítáte svatby, poh(cid:284)by a k(cid:284)tiny, jak často jste asi navšt(cid:268)voval/a bohoslužby, když Vám bylo 12 let?","1 (Čast(cid:268)ji než jednou týdn(cid:268)) - 2 (Jednou týdn(cid:268)) - 3 (Jednou za m(cid:268)síc) - 4 (Pouze p(cid:284)i p(cid:284)íležitosti zvláštních církevních svátků) - 5 (Jednou za rok) - 6 (Mén(cid:268) často) - 7 (Nikdy, v podstat(cid:268) nikdy) - 8 (Neví) - 9 (Neodpovídl/a)","","16","v55"
"Q17","Nezávisle na tom, zda chodíte do kostela nebo ne, mohl/a byste (cid:284)íci, že jste…","1 (V(cid:268)(cid:284)ící) - 2 (Nev(cid:268)(cid:284)ící) - 3 (P(cid:284)esv(cid:268)dčený ateista) - 8 (Neví) - 9 (Neodpovídl/a)","","17","v56"
"Q18","V(cid:268)říte, že existuje:","1 (B(cid:292)h) - 2 (Posmrtný život) - 3 (Peklo) - 4 (Nebe) - 8 (Neví) - 9 (Neodpovídl/a)","","18","v57"
"Q18","V(cid:268)říte, že existuje:","1 (B(cid:292)h) - 2 (Posmrtný život) - 3 (Peklo) - 4 (Nebe) - 8 (Neví) - 9 (Neodpovídl/a)","","18","v58"
"Q18","V(cid:268)říte, že existuje:","1 (B(cid:292)h) - 2 (Posmrtný život) - 3 (Peklo) - 4 (Nebe) - 8 (Neví) - 9 (Neodpovídl/a)","","18","v59"
"Q18","V(cid:268)říte, že existuje:","1 (B(cid:292)h) - 2 (Posmrtný život) - 3 (Peklo) - 4 (Nebe) - 8 (Neví) - 9 (Neodpovídl/a)","","18","v60"
"Q19","V(cid:268)říte v p(cid:284)evt(cid:268)lování, tedy že máme minulé životy a že se po smrti narodíme znovu na tomto sv(cid:268)t(cid:268)?","1 (Ano) - 2 (Ne) - 8 (Neví) - 9 (Neodpovídl/a)","","19","v61"
"Q20","Který z t(cid:268)chto výrok(cid:292) je nejblíže Vašemu p(cid:284)esv(cid:268)dčení?","1 (Existuje B(cid:292)h jako Osoba) - 2 (Existuje cosi jako duch nebo vyšší moc) - 3 (Nevím, co si mám myslet) - 4 (Skutečn(cid:268) si nemyslím, že existuje n(cid:268)jaký druh duchovní, božské nebo vyšší síly) - 8 (Neví) - 9 (Neodpovídl/a)","","20","v62"
"Q21","A jak d(cid:292)ležitý je B(cid:292)h ve Vašem život(cid:268)? Prosím použijte tuto kartu: 10 znamená velmi d(cid:268)ležitý a 1 znamená v(cid:292)bec ne d(cid:268)ležitý.","1 (V(cid:292)bec ne d(cid:268)ležitý) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Velmi d(cid:268)ležitý) - 88 (Neví) - 99 (Bez odpovědi)","","21","v63"
"Q22","Když nepočítáte svatby, poh(cid:284)by a k(cid:284)tiny, jak asi často nyní navšt(cid:268)vujete bohoslužby?","1 (Každý den) - 2 (Čast(cid:268)ji než jednou za týden) - 3 (Jednou za týden) - 4 (Alespoň jednou za m(cid:268)síc) - 5 (N(cid:268)kolikrát za rok) - 6 (Mén(cid:268) často) - 7 (Nikdy) - 8 (Neví) - 9 (Neodpovídl/a)","","22","v64"
"Q23","Zde je seznam v(cid:268)cí, o nichž si n(cid:268)kte(cid:284)í lidé myslí, že jsou nutné pro úsp(cid:268)šné manželství nebo partnerství. Prosím, řekněte mi pro každou z nich, zda ji považujete za velmi d(cid:292)ležitou, spíše d(cid:268)ležitou nebo nep(cid:284)íliš d(cid:292)ležitou.","1 (Velmi d(cid:268)ležitá) - 2 (Docela d(cid:268)ležitá) - 3 (Nep(cid:284)íliš d(cid:268)ležitá) - 8 (Neví) - 9 (Bez odpovědi)","A V(cid:268)rnost","23","v65"
"Q23","Zde je seznam v(cid:268)cí, o nichž si n(cid:268)kte(cid:284)í lidé myslí, že jsou nutné pro úsp(cid:268)šné manželství nebo partnerství. Prosím, řekněte mi pro každou z nich, zda ji považujete za velmi d(cid:292)ležitou, spíše d(cid:268)ležitou nebo nep(cid:284)íliš d(cid:292)ležitou.","1 (Velmi d(cid:268)ležitá) - 2 (Docela d(cid:268)ležitá) - 3 (Nep(cid:284)íliš d(cid:268)ležitá) - 8 (Neví) - 9 (Bez odpovědi)","B P(cid:284)im(cid:268)(cid:284)ený p(cid:284)íjem","23","v66"
"Q23","Zde je seznam v(cid:268)cí, o nichž si n(cid:268)kte(cid:284)í lidé myslí, že jsou nutné pro úsp(cid:268)šné manželství nebo partnerství. Prosím, řekněte mi pro každou z nich, zda ji považujete za velmi d(cid:292)ležitou, spíše d(cid:268)ležitou nebo nep(cid:284)íliš d(cid:268)ležitou.","1 (Velmi d(cid:268)ležitá) - 2 (Docela d(cid:268)ležitá) - 3 (Nep(cid:284)íliš d(cid:268)ležitá) - 8 (Neví) - 9 (Bez odpovědi)","C Dobré bydlení","23","v67"
"Q23","Zde je seznam v(cid:268)cí, o nichž si n(cid:268)kte(cid:284)í lidé myslí, že jsou nutné pro úsp(cid:268)šné manželství nebo partnerství. Prosím, řekněte mi pro každou z nich, zda ji považujete za velmi d(cid:292)ležitou, spíše d(cid:268)ležitou nebo nep(cid:284)íliš d(cid:268)ležitou.","1 (Velmi d(cid:268)ležitá) - 2 (Docela d(cid:268)ležitá) - 3 (Nep(cid:284)íliš d(cid:268)ležitá) - 8 (Neví) - 9 (Bez odpovědi)","D Sdílení domácích prací","23","v68"
"Q23","Zde je seznam v(cid:268)cí, o nichž si n(cid:268)kte(cid:284)í lidé myslí, že jsou nutné pro úsp(cid:268)šné manželství nebo partnerství. Prosím, řekněte mi pro každou z nich, zda ji považujete za velmi d(cid:292)ležitou, spíše d(cid:268)ležitou nebo nep(cid:284)íliš d(cid:268)ležitou.","1 (Velmi d(cid:268)ležitá) - 2 (Docela d(cid:268)ležitá) - 3 (Nep(cid:284)íliš d(cid:268)ležitá) - 8 (Neví) - 9 (Bez odpovědi)","E D(cid:268)ti","23","v69"
"Q23","Zde je seznam v(cid:268)cí, o nichž si n(cid:268)kte(cid:284)í lidé myslí, že jsou nutné pro úsp(cid:268)šné manželství nebo partnerství. Prosím, řekněte mi pro každou z nich, zda ji považujete za velmi d(cid:292)ležitou, spíše d(cid:268)ležitou nebo nep(cid:284)íliš d(cid:268)ležitou.","1 (Velmi d(cid:268)ležitá) - 2 (Docela d(cid:268)ležitá) - 3 (Nep(cid:284)íliš d(cid:268)ležitá) - 8 (Neví) - 9 (Bez odpovědi)","F Mít n(cid:268)jaký čas pro své vlastní p(cid:284)átele a pro své vlastní koníčky/činnosti","23","v70"
"Q24","Souhlasíte nebo nesouhlasíte s následujícím výrokem? Manželství je zastaralá instituce.","1 (Souhlasí) - 2 (Nesouhlasí) - 8 (Neví) - 9 (Neodpovídl/a)","","24","v71"
"Q25","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","D(cid:268)ti trpí, jestliže jejich matka je zam(cid:268)stnaná.","25","v72"
"Q25","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Zam(cid:268)stnání je dobrá v(cid:268)c, po čem však v(cid:268)tšina žen opravdu touží, je domov a d(cid:268)ti.","25","v73"
"Q25","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Celkov(cid:268) vzato, rodinný život trpí, jestliže je žena zam(cid:268)stnaná na plný úvazek","25","v74"
"Q25","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Úkolem muže je vyd(cid:268)lávat peníze, úkolem ženy je starat se o domácnost a rodinu.","25","v75"
"Q25","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Celkov(cid:268) vzato, muži jsou lepšími politickými v(cid:268)dci, než ženy","25","v76"
"Q25","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Vysokoškolské vzd(cid:268)lání je d(cid:268)ležit(cid:268)jší pro chlapce spíše než pro dívky","25","v77"
"Q25","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Celkov(cid:268) vzato, muži jsou lepšími šéfy firem, než ženy","25","v78"
"Q25","Souhlasíte nebo nesouhlasíte s následujícím výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Jeden z mých hlavních životních cíl(cid:292) je, aby na mn(cid:268) rodiče byli hrdí.","25","v79"
"Q26","Souhlasíte nebo nesouhlasíte s následujícími výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Když je nedostatek pracovních p(cid:284)íležitostí, zam(cid:268)stnavatelé by m(cid:268)li dát p(cid:284)ednost Čechům p(cid:284)ed p(cid:284)ist(cid:268)hovalci.","26","v80"
"Q26","Souhlasíte nebo nesouhlasíte s následujícími výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Když je nedostatek pracovních p(cid:284)íležitostí, muži mají na práci v(cid:268)tší právo než ženy.","26","v81"
"Q27","Souhlasíte nebo nesouhlasíte s následujícími výroky?","1 (Rozhodn(cid:268) souhlasím) - 2 (Souhlasím) - 3 (Ani souhlas ani nesouhlas) - 4 (Nesouhlasím) - 5 (Rozhodn(cid:268) nesouhlasím) - 8 (Neví) - 9 (Bez odpovědi)","Homosexuální páry jsou stejnými dobrými rodiči jako jiné páry","27","v82"
